,Estado,Fecha,pediatricos hospitalizados con covid,adultos hospitalizados con covid,hospitalizados con sospecha o confirmacion de covid,pediatricos hospitalizados en UCI con covid,adultos hospitalizados en UCI con covid,camas pediatricas UCI,camas adultos UCI,hospitales con falta de personal,muertes por covid
33377,ND,2020-11-16,3.0,451.0,498.0,,65.0,116.0,142.0,22,3.0
33378,HI,2020-11-16,0.0,82.0,89.0,,16.0,124.0,226.0,1,2.0
33379,VT,2020-11-16,0.0,15.0,19.0,,2.0,,69.0,1,0.0
33380,NH,2020-11-16,0.0,80.0,117.0,,22.0,67.0,284.0,5,0.0
33381,MT,2020-11-16,4.0,480.0,521.0,0.0,91.0,64.0,235.0,18,13.0
33382,TX,2020-11-16,77.0,7857.0,8644.0,,2139.0,213.0,7298.0,149,108.0
33383,NY,2020-11-16,22.0,2213.0,2974.0,,397.0,1435.0,5886.0,15,21.0
33384,WY,2020-11-16,2.0,182.0,189.0,,32.0,2.0,120.0,6,0.0
33385,AZ,2020-11-16,9.0,1296.0,1651.0,,334.0,313.0,1990.0,25,20.0
33386,IL,2020-11-16,28.0,4935.0,5898.0,0.0,1022.0,1065.0,3779.0,37,64.0
33387,PR,2020-11-16,3.0,409.0,581.0,,71.0,15.0,685.0,2,39.0
33388,UT,2020-11-16,0.0,504.0,534.0,,170.0,416.0,630.0,7,1.0
33389,KS,2020-11-16,2.0,935.0,1059.0,,241.0,234.0,856.0,43,21.0
33390,CA,2020-11-16,43.0,4256.0,5012.0,,1111.0,3516.0,7497.0,59,45.0
33391,AK,2020-11-16,2.0,119.0,138.0,1.0,27.0,78.0,133.0,4,1.0
33392,MN,2020-11-16,30.0,1675.0,1876.0,,353.0,491.0,999.0,29,21.0
33393,MA,2020-11-16,6.0,682.0,863.0,,157.0,,1956.0,3,10.0
33394,MD,2020-11-16,6.0,989.0,1422.0,,246.0,232.0,1282.0,10,9.0
33395,FL,2020-11-16,28.0,3380.0,4336.0,0.0,783.0,1737.0,6268.0,10,38.0
33396,RI,2020-11-16,3.0,283.0,289.0,,25.0,96.0,169.0,2,9.0
33397,WA,2020-11-16,2.0,625.0,735.0,1.0,152.0,385.0,1357.0,13,8.0
33398,MI,2020-11-16,14.0,3207.0,3623.0,,716.0,688.0,2546.0,16,43.0
33399,OH,2020-11-16,24.0,3385.0,3853.0,,857.0,1052.0,4008.0,29,40.0
33400,KY,2020-11-16,5.0,1434.0,1562.0,,366.0,0.0,1601.0,2,28.0
33401,AL,2020-11-16,8.0,1265.0,1376.0,,354.0,0.0,1545.0,34,13.0
33402,PA,2020-11-16,28.0,3138.0,3628.0,0.0,787.0,1148.0,3859.0,25,39.0
33403,SC,2020-11-16,4.0,690.0,771.0,,215.0,434.0,1292.0,32,11.0
33404,NM,2020-11-16,10.0,652.0,705.0,,199.0,205.0,416.0,19,8.0
33405,WV,2020-11-16,10.0,423.0,469.0,,127.0,153.0,696.0,15,6.0
33406,NC,2020-11-16,13.0,1388.0,1830.0,,386.0,0.0,2463.0,4,18.0
33407,GA,2020-11-16,8.0,1819.0,2218.0,,535.0,247.0,2770.0,29,23.0
33408,DE,2020-11-16,4.0,179.0,200.0,,34.0,172.0,180.0,1,0.0
33409,MO,2020-11-16,32.0,2309.0,2589.0,,621.0,969.0,2092.0,45,37.0
33410,IN,2020-11-16,7.0,2419.0,2957.0,,609.0,425.0,2202.0,23,34.0
33411,ID,2020-11-16,2.0,376.0,389.0,,83.0,208.0,305.0,6,7.0
33412,NV,2020-11-16,5.0,1088.0,1172.0,,251.0,0.0,877.0,10,18.0
33413,CO,2020-11-16,16.0,1269.0,1433.0,0.0,353.0,565.0,1319.0,10,8.0
33414,MS,2020-11-16,2.0,713.0,835.0,,175.0,176.0,863.0,16,12.0
33415,NM,2020-11-15,8.0,634.0,710.0,,182.0,224.0,412.0,19,12.0
33416,MT,2020-11-15,4.0,466.0,499.0,0.0,91.0,64.0,233.0,18,9.0
33417,TX,2020-11-15,75.0,7506.0,8334.0,,2070.0,213.0,7157.0,139,89.0
33418,NV,2020-11-15,5.0,1026.0,1169.0,,244.0,0.0,871.0,8,9.0
33419,FL,2020-11-15,26.0,3214.0,4151.0,,815.0,1730.0,6248.0,13,38.0
33420,AR,2020-11-15,5.0,764.0,914.0,0.0,245.0,499.0,1046.0,36,13.0
33421,MO,2020-11-15,35.0,2201.0,2490.0,0.0,596.0,982.0,2069.0,45,41.0
33422,IL,2020-11-15,26.0,4688.0,5822.0,0.0,940.0,1065.0,3771.0,39,65.0
33423,MS,2020-11-15,2.0,654.0,768.0,,163.0,177.0,859.0,17,8.0
33424,NH,2020-11-15,0.0,69.0,108.0,,18.0,67.0,283.0,7,0.0
33425,NC,2020-11-15,13.0,1326.0,1744.0,,372.0,0.0,2468.0,4,29.0
33426,KS,2020-11-15,1.0,896.0,1062.0,,228.0,234.0,849.0,41,24.0
33427,OH,2020-11-15,30.0,3215.0,3626.0,,760.0,1053.0,3885.0,28,41.0
33428,RI,2020-11-15,4.0,274.0,276.0,,23.0,94.0,168.0,2,6.0
33429,AL,2020-11-15,7.0,1214.0,1402.0,,349.0,0.0,1514.0,35,21.0
33430,ID,2020-11-15,3.0,376.0,409.0,,91.0,210.0,303.0,7,2.0
33431,IN,2020-11-15,7.0,2302.0,2778.0,,569.0,418.0,2202.0,24,19.0
33432,SC,2020-11-15,3.0,649.0,774.0,,205.0,435.0,1311.0,35,10.0
33433,WI,2020-11-15,6.0,2265.0,2418.0,,469.0,362.0,1627.0,53,31.0
33434,VI,2020-11-15,0.0,1.0,1.0,,0.0,,20.0,1,0.0
33435,PA,2020-11-15,29.0,2961.0,3426.0,0.0,750.0,1138.0,3855.0,28,40.0
33436,WA,2020-11-15,1.0,566.0,635.0,1.0,146.0,367.0,1304.0,14,8.0
33437,HI,2020-11-15,1.0,77.0,87.0,,14.0,117.0,232.0,2,1.0
33438,LA,2020-11-15,4.0,1368.0,771.0,,224.0,11.0,1885.0,40,4.0
33439,WV,2020-11-15,3.0,401.0,480.0,,116.0,153.0,697.0,16,4.0
33440,OK,2020-11-15,30.0,1221.0,1300.0,,361.0,405.0,1158.0,47,19.0
33441,GA,2020-11-15,10.0,1775.0,2127.0,,520.0,247.0,2793.0,29,30.0
33442,MA,2020-11-15,8.0,637.0,823.0,,155.0,,1956.0,5,11.0
33443,MN,2020-11-15,27.0,1582.0,1809.0,,331.0,473.0,998.0,26,16.0
33444,SD,2020-11-15,4.0,535.0,566.0,,92.0,98.0,216.0,11,5.0
33445,CT,2020-11-15,5.0,765.0,934.0,,139.0,328.0,1077.0,7,4.0
33446,DE,2020-11-15,3.0,169.0,187.0,,32.0,172.0,180.0,2,1.0
33447,WY,2020-11-15,3.0,184.0,194.0,,32.0,2.0,120.0,5,1.0
33448,CA,2020-11-15,43.0,3921.0,4637.0,,1065.0,3505.0,7445.0,64,43.0
33449,AZ,2020-11-15,14.0,1201.0,1599.0,,312.0,323.0,1954.0,30,16.0
33450,VT,2020-11-15,0.0,16.0,15.0,,2.0,,69.0,1,0.0
33451,KY,2020-11-15,17.0,1359.0,1531.0,,373.0,0.0,1601.0,5,16.0
33452,VA,2020-11-15,7.0,991.0,1320.0,10.0,245.0,440.0,2094.0,29,8.0
33453,MD,2020-11-15,6.0,936.0,1332.0,,233.0,232.0,1256.0,9,10.0
33454,TN,2020-11-15,8.0,1830.0,2009.0,,522.0,0.0,2490.0,22,64.0
33455,NY,2020-11-15,21.0,2118.0,2779.0,,384.0,1452.0,5879.0,12,32.0
33456,NJ,2020-11-15,6.0,2017.0,2241.0,,350.0,251.0,2232.0,12,27.0
33457,ND,2020-11-15,2.0,463.0,501.0,,66.0,117.0,139.0,22,5.0
33458,PR,2020-11-15,1.0,379.0,543.0,,75.0,15.0,688.0,1,5.0
33459,UT,2020-11-15,0.0,499.0,528.0,,171.0,416.0,630.0,8,2.0
33460,MI,2020-11-15,17.0,3070.0,3446.0,,680.0,689.0,2505.0,15,31.0
33461,CO,2020-11-15,21.0,1220.0,1400.0,,348.0,558.0,1312.0,13,18.0
33462,IA,2020-11-15,11.0,1383.0,1405.0,,257.0,,683.0,8,12.0
33463,NE,2020-11-15,7.0,887.0,929.0,,221.0,30.0,556.0,17,12.0
33464,AK,2020-11-15,7.0,120.0,149.0,1.0,23.0,78.0,129.0,4,2.0
33465,DC,2020-11-15,4.0,126.0,189.0,,34.0,221.0,393.0,2,3.0
33466,OR,2020-11-15,6.0,343.0,455.0,0.0,74.0,204.0,814.0,3,1.0
33467,ME,2020-11-15,2.0,70.0,90.0,,31.0,54.0,332.0,8,0.0
33468,IA,2020-11-14,6.0,1273.0,1307.0,,247.0,,688.0,10,15.0
33469,KY,2020-11-14,17.0,1303.0,1476.0,,341.0,0.0,1601.0,5,14.0
33470,CT,2020-11-14,6.0,722.0,913.0,,115.0,328.0,1077.0,7,8.0
33471,CO,2020-11-14,15.0,1171.0,1366.0,0.0,351.0,556.0,1310.0,13,16.0
33472,WI,2020-11-14,6.0,2139.0,2307.0,,449.0,362.0,1628.0,52,34.0
33473,IN,2020-11-14,10.0,2197.0,2632.0,,566.0,427.0,2200.0,24,27.0
33474,OK,2020-11-14,26.0,1185.0,1287.0,,343.0,407.0,1157.0,48,21.0
33475,UT,2020-11-14,0.0,493.0,519.0,,175.0,416.0,630.0,8,1.0
33476,LA,2020-11-14,4.0,1306.0,708.0,,154.0,11.0,1890.0,40,5.0
33477,MD,2020-11-14,7.0,886.0,1291.0,,224.0,238.0,1272.0,10,13.0
33478,MA,2020-11-14,10.0,590.0,769.0,,153.0,,1953.0,5,7.0
33479,SD,2020-11-14,4.0,525.0,549.0,0.0,95.0,93.0,223.0,10,9.0
33480,AL,2020-11-14,8.0,1166.0,1362.0,,340.0,0.0,1523.0,34,17.0
33481,RI,2020-11-14,4.0,272.0,271.0,,28.0,96.0,178.0,2,0.0
33482,NM,2020-11-14,9.0,612.0,705.0,,180.0,211.0,423.0,18,11.0
33483,VI,2020-11-14,0.0,3.0,3.0,,0.0,,20.0,1,0.0
33484,TX,2020-11-14,84.0,7262.0,8133.0,,2034.0,210.0,7325.0,139,103.0
33485,IL,2020-11-14,21.0,4559.0,5621.0,0.0,925.0,1065.0,3770.0,38,50.0
33486,AK,2020-11-14,5.0,118.0,147.0,1.0,26.0,78.0,138.0,4,0.0
33487,WA,2020-11-14,1.0,611.0,672.0,1.0,147.0,384.0,1378.0,16,8.0
33488,NV,2020-11-14,7.0,978.0,1085.0,,245.0,0.0,823.0,8,9.0
33489,NJ,2020-11-14,9.0,1901.0,2157.0,,326.0,306.0,2233.0,10,32.0
33490,ID,2020-11-14,6.0,366.0,377.0,,88.0,210.0,305.0,8,4.0
33491,SC,2020-11-14,3.0,628.0,759.0,,199.0,435.0,1306.0,36,15.0
33492,MS,2020-11-14,2.0,621.0,735.0,,155.0,177.0,870.0,17,10.0
33493,WY,2020-11-14,4.0,191.0,208.0,,29.0,0.0,122.0,5,3.0
33494,DE,2020-11-14,5.0,168.0,189.0,,28.0,172.0,180.0,2,1.0
33495,PR,2020-11-14,3.0,432.0,570.0,,80.0,15.0,678.0,1,6.0
33496,GA,2020-11-14,10.0,1811.0,2184.0,,524.0,248.0,2800.0,30,24.0
33497,MO,2020-11-14,36.0,2197.0,2494.0,0.0,587.0,970.0,2072.0,46,30.0
33498,VA,2020-11-14,8.0,989.0,1278.0,10.0,234.0,440.0,2095.0,29,12.0
33499,HI,2020-11-14,0.0,77.0,92.0,,15.0,117.0,238.0,2,0.0
33500,PA,2020-11-14,34.0,2790.0,3310.0,0.0,693.0,1116.0,3884.0,28,43.0
33501,OR,2020-11-14,5.0,329.0,456.0,0.0,72.0,199.0,823.0,2,4.0
33502,MN,2020-11-14,24.0,1495.0,1686.0,,319.0,477.0,1003.0,29,11.0
33503,OH,2020-11-14,28.0,3145.0,3534.0,,757.0,1054.0,3936.0,28,26.0
33504,NY,2020-11-14,23.0,2000.0,2760.0,,387.0,1453.0,5881.0,13,23.0
33505,CA,2020-11-14,39.0,3692.0,4464.0,,1018.0,3529.0,7509.0,64,53.0
33506,TN,2020-11-14,9.0,1780.0,1968.0,,503.0,0.0,2491.0,19,60.0
33507,WV,2020-11-14,4.0,383.0,447.0,,119.0,153.0,699.0,16,9.0
33508,MI,2020-11-14,24.0,2969.0,3315.0,,670.0,699.0,2506.0,14,33.0
33509,AR,2020-11-14,3.0,739.0,896.0,0.0,228.0,505.0,1048.0,36,16.0
33510,ND,2020-11-14,3.0,464.0,498.0,,52.0,126.0,133.0,23,0.0
33511,DC,2020-11-14,5.0,130.0,226.0,,35.0,250.0,392.0,2,1.0
33512,NH,2020-11-14,0.0,65.0,101.0,,13.0,67.0,282.0,7,0.0
33513,VT,2020-11-14,0.0,17.0,16.0,,3.0,,69.0,1,0.0
33514,NC,2020-11-14,14.0,1303.0,1771.0,,361.0,0.0,2467.0,6,23.0
33515,NE,2020-11-14,7.0,840.0,872.0,,218.0,30.0,563.0,17,12.0
33516,MT,2020-11-14,5.0,458.0,494.0,0.0,95.0,64.0,235.0,19,5.0
33517,ME,2020-11-14,1.0,68.0,92.0,,26.0,59.0,333.0,8,1.0
33518,FL,2020-11-14,32.0,3276.0,4225.0,0.0,743.0,1740.0,6256.0,13,48.0
33519,KS,2020-11-14,2.0,787.0,966.0,0.0,218.0,234.0,837.0,39,26.0
33520,AZ,2020-11-14,12.0,1128.0,1542.0,,305.0,301.0,2000.0,31,14.0
33521,AK,2020-11-13,5.0,102.0,126.0,0.0,23.0,78.0,140.0,3,2.0
33522,ND,2020-11-13,3.0,487.0,533.0,,55.0,122.0,139.0,24,9.0
33523,OR,2020-11-13,10.0,323.0,444.0,0.0,68.0,186.0,833.0,3,4.0
33524,OH,2020-11-13,23.0,3019.0,3458.0,,725.0,1050.0,3973.0,30,45.0
33525,VA,2020-11-13,8.0,1016.0,1315.0,0.0,242.0,441.0,2096.0,29,16.0
33526,MA,2020-11-13,10.0,564.0,765.0,,147.0,,1953.0,5,8.0
33527,AR,2020-11-13,3.0,758.0,930.0,0.0,232.0,498.0,1065.0,37,31.0
33528,IL,2020-11-13,34.0,4398.0,5372.0,0.0,886.0,1065.0,3789.0,38,51.0
33529,NJ,2020-11-13,4.0,1823.0,2115.0,,315.0,278.0,2239.0,11,19.0
33530,KY,2020-11-13,17.0,1254.0,1467.0,,320.0,0.0,1600.0,5,10.0
33531,NH,2020-11-13,0.0,72.0,106.0,,17.0,67.0,282.0,6,0.0
33532,RI,2020-11-13,4.0,256.0,260.0,,24.0,96.0,175.0,2,3.0
33533,HI,2020-11-13,0.0,69.0,81.0,,16.0,117.0,237.0,1,0.0
33534,DC,2020-11-13,6.0,133.0,203.0,,26.0,226.0,392.0,2,0.0
33535,GA,2020-11-13,10.0,1789.0,2189.0,,508.0,245.0,2781.0,29,19.0
33536,FL,2020-11-13,19.0,3248.0,4286.0,,739.0,1749.0,6268.0,13,40.0
33537,MD,2020-11-13,10.0,879.0,1307.0,,215.0,231.0,1292.0,10,13.0
33538,TN,2020-11-13,9.0,1779.0,1984.0,,518.0,0.0,2462.0,23,59.0
33539,CO,2020-11-13,19.0,1134.0,1344.0,,354.0,553.0,1312.0,10,18.0
33540,SC,2020-11-13,6.0,639.0,774.0,,189.0,434.0,1306.0,35,14.0
33541,MS,2020-11-13,2.0,634.0,773.0,,165.0,156.0,862.0,17,268.0
33542,TX,2020-11-13,85.0,7171.0,8150.0,,1995.0,315.0,7650.0,144,117.0
33543,MO,2020-11-13,40.0,2192.0,2553.0,0.0,571.0,1014.0,2076.0,49,63.0
33544,WI,2020-11-13,6.0,2186.0,2324.0,,464.0,363.0,1625.0,56,23.0
33545,AL,2020-11-13,10.0,1190.0,1372.0,,346.0,0.0,1529.0,35,11.0
33546,NM,2020-11-13,3.0,530.0,608.0,,163.0,202.0,406.0,20,13.0
33547,WV,2020-11-13,4.0,363.0,427.0,,111.0,153.0,703.0,15,4.0
33548,DE,2020-11-13,4.0,161.0,188.0,,26.0,172.0,180.0,2,2.0
33549,NE,2020-11-13,6.0,888.0,920.0,,202.0,30.0,566.0,19,17.0
33550,WY,2020-11-13,3.0,194.0,202.0,,34.0,1.0,126.0,6,6.0
33551,IA,2020-11-13,5.0,1256.0,1297.0,,247.0,,689.0,10,28.0
33552,SD,2020-11-13,3.0,524.0,551.0,,89.0,97.0,216.0,12,4.0
33553,NY,2020-11-13,24.0,1949.0,2754.0,,382.0,1413.0,5914.0,15,18.0
33554,LA,2020-11-13,4.0,1289.0,716.0,,148.0,11.0,1922.0,42,6.0
33555,VT,2020-11-13,0.0,19.0,21.0,,4.0,,69.0,1,0.0
33556,WA,2020-11-13,1.0,534.0,602.0,1.0,139.0,386.0,1390.0,15,9.0
33557,OK,2020-11-13,27.0,1186.0,1258.0,,349.0,407.0,1155.0,48,18.0
33558,PR,2020-11-13,3.0,444.0,604.0,,79.0,15.0,683.0,2,36.0
33559,AZ,2020-11-13,13.0,1099.0,1477.0,,301.0,297.0,1995.0,28,59.0
33560,CT,2020-11-13,3.0,696.0,849.0,,120.0,328.0,1077.0,7,6.0
33561,PA,2020-11-13,36.0,2727.0,3237.0,0.0,659.0,1115.0,3871.0,27,41.0
33562,NC,2020-11-13,19.0,1283.0,1750.0,,358.0,0.0,2463.0,7,21.0
33563,UT,2020-11-13,0.0,492.0,520.0,,175.0,416.0,630.0,8,2.0
33564,ID,2020-11-13,6.0,363.0,389.0,,79.0,208.0,305.0,6,9.0
33565,VI,2020-11-13,0.0,3.0,3.0,,0.0,,20.0,1,0.0
33566,MT,2020-11-13,6.0,430.0,467.0,0.0,87.0,64.0,240.0,17,7.0
33567,NV,2020-11-13,4.0,938.0,1039.0,,247.0,0.0,860.0,8,11.0
33568,MI,2020-11-13,21.0,2903.0,3249.0,,627.0,700.0,2534.0,16,28.0
33569,ME,2020-11-13,1.0,65.0,99.0,,22.0,59.0,330.0,9,1.0
33570,MN,2020-11-13,30.0,1474.0,1662.0,,302.0,476.0,1000.0,30,13.0
33571,CA,2020-11-13,37.0,3565.0,4259.0,,975.0,3513.0,7540.0,64,56.0
33572,IN,2020-11-13,15.0,2181.0,2621.0,,552.0,422.0,2184.0,25,20.0
33573,KS,2020-11-13,2.0,805.0,975.0,0.0,224.0,236.0,833.0,38,14.0
33574,SC,2020-11-12,5.0,647.0,769.0,0.0,184.0,448.0,1313.0,33,9.0
33575,MD,2020-11-12,8.0,876.0,1254.0,,199.0,227.0,1331.0,9,8.0
33576,DE,2020-11-12,4.0,160.0,189.0,,24.0,172.0,180.0,2,2.0
33577,AZ,2020-11-12,12.0,1059.0,1389.0,,287.0,298.0,1993.0,29,19.0
33578,FL,2020-11-12,19.0,3176.0,4189.0,,726.0,1715.0,6273.0,11,43.0
33579,OH,2020-11-12,30.0,3028.0,3448.0,,728.0,1056.0,3878.0,27,36.0
33580,DC,2020-11-12,6.0,137.0,198.0,,26.0,234.0,391.0,2,0.0
33581,AR,2020-11-12,5.0,756.0,908.0,0.0,236.0,463.0,1127.0,36,9.0
33582,ME,2020-11-12,2.0,67.0,103.0,,21.0,59.0,334.0,7,0.0
33583,IN,2020-11-12,6.0,2125.0,2585.0,,529.0,423.0,2203.0,26,30.0
33584,VI,2020-11-12,0.0,3.0,3.0,,0.0,,20.0,1,0.0
33585,NC,2020-11-12,14.0,1316.0,1757.0,,360.0,0.0,2465.0,6,28.0
33586,ID,2020-11-12,6.0,374.0,395.0,,85.0,210.0,306.0,6,6.0
33587,NY,2020-11-12,25.0,1886.0,2891.0,,339.0,1407.0,5882.0,15,25.0
33588,GA,2020-11-12,13.0,1746.0,2167.0,,495.0,246.0,2772.0,31,22.0
33589,LA,2020-11-12,5.0,1257.0,692.0,,144.0,11.0,1913.0,41,10.0
33590,NM,2020-11-12,2.0,583.0,674.0,,157.0,126.0,406.0,19,8.0
33591,IL,2020-11-12,32.0,4513.0,5571.0,0.0,888.0,1065.0,3789.0,38,53.0
33592,MN,2020-11-12,27.0,1438.0,1604.0,,299.0,482.0,1009.0,29,15.0
33593,PA,2020-11-12,28.0,2624.0,3067.0,0.0,624.0,1120.0,3887.0,28,27.0
33594,CA,2020-11-12,40.0,3433.0,4171.0,,945.0,3509.0,7532.0,66,55.0
33595,TX,2020-11-12,77.0,7110.0,7941.0,,1987.0,210.0,7470.0,143,107.0
33596,UT,2020-11-12,0.0,493.0,519.0,,164.0,418.0,630.0,8,4.0
33597,CT,2020-11-12,4.0,658.0,846.0,,122.0,328.0,1077.0,7,8.0
33598,WA,2020-11-12,2.0,538.0,656.0,0.0,140.0,375.0,1371.0,15,5.0
33599,RI,2020-11-12,5.0,252.0,256.0,,29.0,96.0,173.0,2,5.0
33600,WV,2020-11-12,2.0,361.0,442.0,,113.0,153.0,703.0,14,3.0
33601,SD,2020-11-12,3.0,534.0,555.0,0.0,100.0,96.0,220.0,11,3.0
33602,TN,2020-11-12,13.0,1791.0,2012.0,,508.0,0.0,2458.0,24,60.0
33603,MA,2020-11-12,12.0,526.0,707.0,,161.0,,1953.0,5,9.0
33604,AK,2020-11-12,5.0,109.0,127.0,,24.0,78.0,138.0,4,1.0
33605,IA,2020-11-12,5.0,1219.0,1275.0,,240.0,,691.0,8,18.0
33606,KS,2020-11-12,1.0,791.0,963.0,,213.0,230.0,818.0,37,15.0
33607,AL,2020-11-12,7.0,1241.0,1402.0,,346.0,0.0,1553.0,33,13.0
33608,NH,2020-11-12,0.0,69.0,115.0,,19.0,67.0,282.0,7,1.0
33609,MO,2020-11-12,36.0,2122.0,2499.0,0.0,550.0,1035.0,2060.0,49,32.0
33610,KY,2020-11-12,19.0,1233.0,1453.0,,322.0,0.0,1598.0,5,20.0
33611,NJ,2020-11-12,7.0,1729.0,2003.0,,295.0,255.0,2223.0,11,24.0
33612,OK,2020-11-12,21.0,1175.0,1249.0,,345.0,402.0,1171.0,50,13.0
33613,CO,2020-11-12,23.0,1153.0,1337.0,,343.0,605.0,1351.0,10,19.0
33614,WY,2020-11-12,2.0,180.0,191.0,,30.0,0.0,132.0,6,4.0
33615,WI,2020-11-12,5.0,2211.0,2366.0,,439.0,364.0,1628.0,66,34.0
33616,VA,2020-11-12,9.0,972.0,1339.0,,231.0,438.0,2097.0,30,12.0
33617,NE,2020-11-12,4.0,892.0,947.0,,217.0,30.0,610.0,18,17.0
33618,OR,2020-11-12,5.0,293.0,391.0,0.0,62.0,185.0,816.0,3,1.0
33619,PR,2020-11-12,6.0,415.0,611.0,,76.0,15.0,691.0,7,35.0
33620,VT,2020-11-12,0.0,17.0,19.0,,6.0,,69.0,1,0.0
33621,HI,2020-11-12,0.0,63.0,73.0,,13.0,119.0,234.0,1,0.0
33622,ND,2020-11-12,4.0,491.0,532.0,,62.0,117.0,143.0,23,4.0
33623,MS,2020-11-12,1.0,629.0,751.0,,169.0,130.0,914.0,17,7.0
33624,MI,2020-11-12,20.0,2821.0,3295.0,,628.0,686.0,2565.0,18,35.0
33625,MT,2020-11-12,9.0,413.0,460.0,0.0,86.0,64.0,234.0,15,5.0
33626,NV,2020-11-12,9.0,894.0,983.0,,256.0,0.0,863.0,7,9.0
33627,WV,2020-11-11,1.0,331.0,403.0,,104.0,153.0,702.0,14,3.0
33628,LA,2020-11-11,7.0,1234.0,667.0,,141.0,11.0,1890.0,41,10.0
33629,MT,2020-11-11,11.0,409.0,471.0,0.0,84.0,64.0,230.0,15,6.0
33630,AL,2020-11-11,10.0,1213.0,1420.0,,352.0,0.0,1546.0,30,12.0
33631,KY,2020-11-11,28.0,1193.0,1414.0,,313.0,0.0,1598.0,3,16.0
33632,PA,2020-11-11,22.0,2497.0,3033.0,0.0,595.0,1098.0,3860.0,24,35.0
33633,NC,2020-11-11,13.0,1191.0,1670.0,,331.0,0.0,2455.0,7,17.0
33634,OH,2020-11-11,23.0,2893.0,3323.0,,692.0,1052.0,3890.0,26,36.0
33635,UT,2020-11-11,0.0,484.0,512.0,,174.0,417.0,630.0,7,4.0
33636,AK,2020-11-11,5.0,101.0,119.0,,16.0,77.0,139.0,4,1.0
33637,CO,2020-11-11,25.0,1115.0,1334.0,,321.0,608.0,1341.0,8,7.0
33638,WY,2020-11-11,0.0,188.0,201.0,,29.0,0.0,132.0,6,1.0
33639,RI,2020-11-11,3.0,238.0,246.0,,28.0,94.0,173.0,2,1.0
33640,NM,2020-11-11,1.0,579.0,682.0,,173.0,123.0,403.0,18,11.0
33641,MS,2020-11-11,0.0,625.0,742.0,,157.0,265.0,896.0,18,12.0
33642,NH,2020-11-11,0.0,66.0,105.0,,16.0,67.0,283.0,6,0.0
33643,VA,2020-11-11,8.0,928.0,1281.0,,218.0,438.0,2098.0,30,9.0
33644,ME,2020-11-11,2.0,65.0,98.0,,20.0,57.0,333.0,6,1.0
33645,IN,2020-11-11,6.0,2097.0,2591.0,,527.0,424.0,2207.0,24,26.0
33646,NY,2020-11-11,28.0,1789.0,2682.0,,317.0,1403.0,5829.0,14,22.0
33647,NV,2020-11-11,5.0,845.0,955.0,,224.0,0.0,866.0,7,11.0
33648,VI,2020-11-11,0.0,3.0,3.0,,0.0,,20.0,1,0.0
33649,WA,2020-11-11,4.0,539.0,646.0,0.0,137.0,317.0,1299.0,12,6.0
33650,NE,2020-11-11,3.0,877.0,924.0,,210.0,30.0,623.0,18,12.0
33651,SD,2020-11-11,3.0,530.0,549.0,,98.0,98.0,222.0,11,7.0
33652,WI,2020-11-11,5.0,2216.0,2371.0,,455.0,363.0,1620.0,64,33.0
33653,CA,2020-11-11,35.0,3350.0,4061.0,,929.0,3493.0,7540.0,63,39.0
33654,IL,2020-11-11,36.0,4408.0,5430.0,0.0,871.0,1065.0,3850.0,35,64.0
33655,KS,2020-11-11,0.0,774.0,926.0,,210.0,234.0,814.0,34,18.0
33656,OK,2020-11-11,24.0,1177.0,1265.0,,337.0,402.0,1187.0,49,24.0
33657,NJ,2020-11-11,9.0,1630.0,1922.0,,294.0,254.0,2238.0,11,23.0
33658,DC,2020-11-11,6.0,131.0,198.0,,26.0,222.0,391.0,2,1.0
33659,SC,2020-11-11,5.0,665.0,816.0,,190.0,448.0,1307.0,33,14.0
33660,VT,2020-11-11,0.0,14.0,14.0,,7.0,,69.0,1,0.0
33661,TN,2020-11-11,14.0,1740.0,1965.0,0.0,510.0,0.0,2462.0,24,64.0
33662,PR,2020-11-11,8.0,415.0,594.0,,70.0,15.0,679.0,8,7.0
33663,AZ,2020-11-11,11.0,1013.0,1394.0,,279.0,297.0,2000.0,29,12.0
33664,IA,2020-11-11,8.0,1206.0,1259.0,,224.0,,686.0,10,30.0
33665,CT,2020-11-11,4.0,620.0,799.0,,114.0,328.0,1077.0,7,6.0
33666,HI,2020-11-11,0.0,69.0,78.0,,14.0,121.0,235.0,2,0.0
33667,TX,2020-11-11,74.0,6937.0,7953.0,,1870.0,210.0,7426.0,139,109.0
33668,OR,2020-11-11,8.0,284.0,393.0,0.0,61.0,182.0,820.0,5,2.0
33669,ID,2020-11-11,4.0,375.0,395.0,,93.0,211.0,308.0,6,4.0
33670,MD,2020-11-11,9.0,807.0,1242.0,,189.0,231.0,1301.0,9,13.0
33671,MA,2020-11-11,10.0,516.0,694.0,,148.0,,1953.0,5,8.0
33672,MN,2020-11-11,22.0,1415.0,1616.0,,303.0,482.0,1017.0,30,8.0
33673,DE,2020-11-11,2.0,155.0,186.0,,25.0,172.0,180.0,2,2.0
33674,MI,2020-11-11,12.0,2676.0,3075.0,,575.0,673.0,2548.0,17,33.0
33675,AR,2020-11-11,8.0,699.0,864.0,0.0,231.0,497.0,1071.0,39,10.0
33676,FL,2020-11-11,22.0,3130.0,4150.0,,729.0,1730.0,6223.0,10,212.0
33677,GA,2020-11-11,14.0,1714.0,2115.0,,494.0,248.0,2770.0,32,22.0
